summary,chat_transcipt_body
Thomas has signed a number of renewals. He doesn't see a transaction being automatically created to charge the owner for the renewal fee. ,"Chat Started: Wednesday, June 08, 2022,  (-0500) Chat Origin: East 1-4 Agent Nicholas V ( 2m 44s ) Nicholas V: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 3m 46s ) Thomas: I have signed a number of renewals but a transaction is not being automatically created to charge the owner for the fee. ( 4m 8s ) Thomas: Is there a step I am missing ti trigger that transaction? ( 6m 8s ) Nicholas V: Hi Thomas! To confirm are you referring to the lease fee? ( 6m 28s ) Thomas: no ma'am i am referring to a lease renwal ( 7m 27s ) Thomas: no sir, my apologies ( 7m 59s ) Nicholas V: Do you have a specific property that a tenant recently renewed and the renewal fee was not generated by the system? ( 9m 9s ) Thomas: 1021 Apollo circle ( 11m 48s ) Nicholas V: Thank you! Give me one moment to look into this for you. ( 23m 51s ) Nicholas V: Thanks for holding Thomas! I checked the settings for renewal fees and everything looks correct on that front. When it comes to the renewal fee generating: Once the renewal is fully executed, a bill will be created for the owner on the renewal start date. ( 29m 14s ) Thomas: Okay So we had a bunch of renewals start this month and I don't see one bill being charged for it. ( 30m 3s ) Nicholas V: Do you have an example of one that started this month that I can take a look at? ( 42m 46s ) Thomas: one sec let me check. ( 46m 33s ) Thomas: 1120 Iron Horse ( 50m 40s ) Nicholas V: Thank you! Give me one moment to look into this for you. ( 1h 0m 2s ) Nicholas V: Thanks for holding Thomas! I did look into this further. I was able to find the actual bill that was generated by the system. So the system did actually create it. It created it on 5/17/2022 which was the date the renewal was counter signed. The system future dated the bill to be 6/1/2022. Below is the link to that bill which is currently unpaid. ( 1h 1m 16s ) Nicholas V: I reached out to another colleague to get confirmation regarding this feature. Looks like some information will need to be updated on the help articles but the bill gets created on the day the renewal offer is countersigned and the system future dates it to the renewal start date. ( 1h 6m 32s ) Thomas: That is great I just looked and the system has created all sorts of renewals for this month. ( 1h 6m 38s ) Thomas: Thanks for your help! ( 1h 7m 51s ) Nicholas V: You are welcome! Thank you for your time, Thomas. Have a great day!"
Aaron is trying to convert Varun Iyer to a tenant. He needs to add a co-signer to generate the lease. ,"Chat Started: Wednesday, June 08, 2022,  (-0500) Chat Origin: East 1-4 Agent Javon M ( 13s ) Javon M: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 46s ) Aaron: Hi. I started to convert Varun Iyer to a tenant. How do I add his co-signer ( 1m 14s ) Aaron: the co-signer also has an app in the queue for this apt ( 1m 30s ) Aaron: its for apt 846 s Loomis Apt GR ( 3m 21s ) Javon M: Hi Aaron, one moment I am reviewing your database ( 3m 28s ) Aaron: Thank ( 4m 1s ) Aaron: the co-signer needs to be a signer on the lease as well ( 7m 25s ) Javon M: If you need to edit the lease that is out or already been signed, you will have to cancel it and issue a new one with both of them on the lease. ( 7m 40s ) Aaron: Lease hasn’t been generated yet ( 7m 50s ) Javon M: Awesome! ( 7m 53s ) Aaron: i need to add co-signer then will generate the lease ( 8m 14s ) Javon M: Can you tell me which person is the co-signer? I am reviewing the applications ( 8m 34s ) Aaron: sujatha iyer ( 8m 46s ) Aaron: this is the mother of varun iyer ( 9m 5s ) Aaron: also varun last name is spelled incorrectly. Should be IYER ( 9m 14s ) Aaron: how do I fix this as well? ( 9m 41s ) Aaron: both Applications are under the apt 846 s Loomis Apt GR ( 9m 46s ) Javon M: Typically we would have you group the apps together before moving them in ( 10m 0s ) Aaron: how can I gro ( 10m 7s ) Aaron: group ( 10m 54s ) Javon M: At this point you will not be able to group, because you've already started the move in process for Varun. I am reviewing to see if there is a work around or if you will need to cancel move in. One moment please ( 11m 41s ) Aaron: lets just cancel move in and start fresh ( 12m 1s ) Javon M: That is best, especially since name is incorrect. ( 12m 16s ) Javon M: Please go in and hide this tenant page ( 12m 45s ) Javon M: You can no create a new rental app for Varun then group that app with their mother ( 13m 54s ) Aaron: okay just cancelled move in ( 14m 3s ) Javon M: Perfect! Now go to Varun's application ( 14m 19s ) Javon M: Under Tasks select ""Group Applications"" ( 14m 46s ) Aaron: got it. They are grouped ( 15m 8s ) Aaron: now go to convert to tenant? ( 15m 16s ) Javon M: Yes! You got it! ( 15m 23s ) Aaron: now what ( 15m 30s ) Javon M: Move them in ( 15m 54s ) Aaron: how do I change his last name? ( 18m 3s ) Aaron: fixed it! ( 18m 4s ) Javon M: You can edit from the tenant page ( 18m 40s ) Aaron: thanks for the help!! ( 18m 47s ) Javon M: You're very welcome ! ( 18m 55s ) Javon M: Have a great day!"
"Alison has an American Express card to pay the application fee. American Express, gift cards, and prepaid cards are not accepted. There is no workaround for other payment methods. She can have the applicant pay in person or mail in a cash/money order payment.","Chat Started: Thursday, June 30, 2022,  (-0700) Chat Origin: West 1-4 Agent Hanah B ( 8m 59s ) Hanah B: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 9m 28s ) Hanah B: Hi Alison! Hope you are doing well today! ( 9m 56s ) Alison: Hello, I have an applicant that only has an American Express card to pay the application fee. We are trying to find a work around since you do not accept American Express. ( 10m 5s ) Alison: I'm doing well thank you ) ( 12m 34s ) Hanah B: Here are our accepted payment methods! Credit/debit card payments can be made with Visa, MasterCard, JCB or Discover branded cards from any country. American Express, gift cards, and prepaid cards are not accepted. ( 15m 28s ) Alison: I know this, however, the American Express card is the only card my applicant currently has. Her Debit card with the bank had to be replaced and she won't get it for another 2 weeks. So the only other option would be to have her pay it with an E-check but she is not being given that option. How can we work around this? ( 16m 12s ) Alison: She asked the bank if she could get the cards information so that she can use it and they told her that it was not possible and she has to wait for the card in the mail. ( 17m 56s ) Hanah B: There are no workaround for other payment methods. You can have the applicant pay in person, or mail in a cash/money order payment ( 19m 5s ) Alison: okay thank you for your help! ) ( 19m 41s ) Hanah B: Not a problem Alison! Have a great day!"
Aaron is trying to do a lease renewal for 1037 snoakley apt 2. There are two charges for 1875 on the page ‘renewal offer’ at the bottom of the page,"Chat Started: Thursday, June 30, 2022,  (-0500) Chat Origin: East 1-4 Agent Ruth P ( 6s ) Ruth P: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 12s ) Aaron: Hi ruth ( 15s ) Ruth P: Hi Aaron! ( 29s ) Aaron: im trying to do a lease renewal for 1037 snoakley apt 2 ( 1m 15s ) Aaron: however when I go to the bottom of the page there are TWO charges for 1875 ( 1m 38s ) Aaron: its the page ‘renewal offer’ ( 1m 48s ) Aaron: can you please take a look as to why this is? ( 2m 45s ) Aaron: Address is 1037 s Oakley apt 2 ( 4m 5s ) Ruth P: I have created case #08633650 on your behalf. Our specialized team will be following up with you to ensure you are able to successfully complete this task and have any additional questions answered. Thank you for reaching out through chat and have a great day! ( 4m 23s ) Aaron: wait, I want help now on this ( 4m 35s ) Aaron: can’t you please assist? ( 7m 29s ) Ruth P: Unfortuantly this is an issue for a specialized team I will make this known that this is urgent. ( 7m 53s ) Aaron: yes i need an answer this morning ( 7m 57s ) Ruth P: They will reach out as soon as they can."
"The chat started on Friday, July 01, 2022, at (-0700) and ends on July 1, 2022. The tenants who should have signed their lease renewal and new rent should be taking effect as of 07/1 but they didn't","Chat Started: Friday, July 01, 2022,  (-0700) Chat Origin: West 1-4 Agent Hanah B ( 35m 56s ) Hanah B: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 36m 19s ) Nazmel: Hi there! ( 36m 27s ) Hanah B: Hey Nazmel! Hope you are doing well today ( 37m 41s ) Nazmel: Good! We have a couple of tenants that should have signed their lease renewal and new rent should be taking effect as of 07/1 but unfortunately they did not sign it. Will the new rent take effect automatically or do we need to have the lease signed? Here's a sample account ( 37m 42s ) Nazmel: ( 42m 3s ) Hanah B: Those will not take effect automatically. The renewal would need to be signed ( 43m 25s ) Nazmel: alright then,thank you"
MHe helps Blake generate a renewal offer for Joseph Maron.,"Chat Started: Tuesday, March 22, 2022,  (-0500) Chat Origin: East 1-4 Agent Michael H ( 8s ) Michael H: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 17s ) Michael H: Hi! This is Michael with AppFolio Customer Care. How can I help? ( 28s ) Blake: How can I send out a month to month renewal offer? ( 1m 8s ) Blake: When I check the month to month checkbox on the renewal page, I insert all of the information but it will not let me generate the renewal offer. Please let me know how to do this ( 2m 47s ) Michael H: Is the Generate lease renewal button grey'd out? What's stopping you from generating it? ( 4m 4s ) Blake: I can click the button and a round circle starts to load but then stops ( 4m 14s ) Blake: nothing happens and the renewal does not genrate ( 4m 18s ) Michael H: What tenant is this renewal for? ( 4m 26s ) Blake: its for Joseph maron ( 5m 46s ) Michael H: It looks like has a renewal offer ready to send: ( 6m 54s ) Michael H: Up at the top, theres a drop down in the grey area that says ""Select which option to review:"" You can choose Option 2 there, which is the MTM ( 8m 0s ) Blake: so it will send them both options? ( 8m 12s ) Blake: can I only send a Month to Month option? ( 8m 29s ) Michael H: Yes, on the dropdown selection, select the type you'd like to send. It'll only send the selected type. ( 8m 43s ) Blake: I just did that and it sent both MTM and a full year lease if you check ( 11m 23s ) Michael H: Standby, I'm testing to see if it's possible to send JUST the MTM. ( 11m 37s ) Blake: sounds good thank you! ( 14m 24s ) Michael H: When setting up the ""Prepare renewal lease"" flow there is this Option: Include Option(s)* x Renewal Lease/Addenda x Month To Month You'd want to uncheck the ""Renewal Lease/Addenda"" one that is what sends the 12 month lease. Just check the MTM to send MTM. So you'd need to cancel this current renewal by going here: and click ""Cancel all"" in the top right, then reprocess the renewal offer without the Renewal Lease. ( 15m 27s ) Blake: sounds good thank you! ( 15m 40s ) Michael H: You got it! Anything else I can do for you? ( 19m 6s ) Michael H: Thank you for chatting in, have a good day!"
Adelaide wants to know if she has to create a new renewal format for each tenant. ,"Chat Started: Tuesday, March 22, 2022,  (-0500) Chat Origin: East 1-4 Agent Kaylon W ( 3m 30s ) Kaylon W: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 3m 45s ) Adelaide: hello, ( 4m 59s ) Adelaide: I have a question in regards to renewals, if I want to change or add terms to renewals do I have to creat an entire new renewal format for each tenant or do you have a sample format that I can use? ( 5m 37s ) Kaylon W: Hi Adelaide! Thank you for reaching out. No ma'am you can edit the renewal template you have in your database. If you do not have one, you can create a renewal template with the specifications you need for sending. ( 6m 40s ) Adelaide: ok thank you, ( 6m 53s ) Kaylon W: You are most welcome! ( 6m 58s ) Kaylon W: I will end our chat now. If you have any additional questions, please don't hesitate to chat back in. Have a wonderful day!"
" Bryan sent a renewal offer to the tenant negotiating an increase in rent from $995 to $1095. The tenant agreed, but the lease is expiring on 4/30/2022 and the renewal fee is $195.","Chat Started: Tuesday, April 12, 2022,  (-0500) Chat Origin: East 1-4 Agent Ryan P ( 52s ) Ryan P: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 1s ) Ryan P: Hi Bryan ( 1m 10s ) Bryan: Hi Ryan ( 1m 17s ) Ryan P: How can I help you? ( 1m 19s ) Bryan: Question is about renewals ( 1m 20s ) Bryan: ( 1m 41s ) Bryan: So we sent a letter to this tenant negotiating an increase in rent from $995 to $1095, which they agreed ( 1m 58s ) Bryan: So we updated their recurring charges in Appfolio to bump to $1095 starting May 1 ( 2m 20s ) Bryan: however it still shows the lease as expiring 4/30 and I doubt this has triggered a lease renewal fee of $195 to the manager (us) ( 2m 59s ) Bryan: We probably haven't done this correctly, maybe you can help? ( 3m 11s ) Ryan P: Have you sent them a renewal yet? ( 4m 1s ) Bryan: Not sure what that means ( 6m 2s ) Ryan P: Based off of what I can see your charges are set to start on May 1st. ( 7m 40s ) Ryan P: Is this tenant renewing their lease? ( 8m 8s ) Bryan: yes at 1095 ( 8m 24s ) Bryan: the original lease was written by a prior property management company ( 8m 29s ) Bryan: and it was a 5 year lease ( 8m 39s ) Bryan: with 1 year anniversaries where we can reset the rental rate ( 11m 26s ) Ryan P: Perfect so you can go ahead and click prepare renewal offer and go through the process of renewing the lease for the tenant. ( 16m 24s ) Bryan: And what does this do? ( 18m 58s ) Bryan: I'm confused, is there any way we can talk on the phone? ( 19m 27s ) Ryan P: I am required to be on chat right now, so I would not be able to make a phone call. I can do my best to help you here and if we cannot resolve the issue in the chat, we can look into scheduling a phone call or I can follow up with your original case manager as well (if there is an open case) ( 21m 34s ) Ryan P: In Appfolio the lease ends 04/30/2022 are you needing to change this? ( 22m 13s ) Bryan: What's the best practice? ( 22m 54s ) Ryan P: Usually, it would be to send a renewal offer to the tenant to sign off on. ( 24m 2s ) Bryan: with a new lease? ( 24m 6s ) Bryan: or they sign the renewal letter? ( 24m 17s ) Ryan P: This specific help article explains in detail best practices when it comes to the renewal flow inside of Appfolio. ( 24m 34s ) Ryan P: The video on this article is very detailed and should answer any deeper questions you may have. ( 26m 20s ) Ryan P: Additionally, here is another great article that I recommend to keep handy whenever sending renewals. ( 54m 25s ) Bryan: ok looking ( 1h 0m 20s ) Bryan: how can i setup a call with someone?"
"Madeline is moving in a tenant. She prepared a lease for Sandra and Jerry Williams, but it won't send.","Chat Started: Wednesday, April 13, 2022,  (-0500) Chat Origin: East 1-4 Agent Tyler L ( 3s ) Tyler L: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 18s ) Tyler L: Good Morning Madeline my name is Tyler and I will be assisting you today! ( 42s ) Madeline: i am moving in a tenant i prepared lease but it wont let me press send to tenant button ( 1m 54s ) Tyler L: Hi Madeline for what tenant? And are you getting any error messages? ( 3m 9s ) Madeline: no error message for Sandra & Jerry Williams ( 5m 9s ) Tyler L: And are you using lease templates and it wont send? ( 5m 40s ) Madeline: correct ( 6m 4s ) Tyler L: Ohh I got it! ( 6m 4s ) Tyler L: One or more tenants are missing an Online Portal login email. Unique login emails are required for tenants to access their individual online portals. You may still continue to generate a lease and print it for your tenants to sign if no email address is available. ( 6m 17s ) Tyler L: You have to make sure they both have emails so you can send the lease for them to sign! ( 6m 54s ) Madeline: ok i used the same email for each and portal is activated ( 7m 48s ) Tyler L: The error message is saying they have to be unique because they do not look like they are grouped ( 12m 22s ) Madeline: ok thanks ( 12m 52s ) Tyler L: No Problem Madeline please let me know if you have any other questions! If not have a great rest of your Wednesday!"
Julie wants to send a general application to someone who is interested in several properties. ,"Chat Started: Wednesday, April 13, 2022,  (-0700) Chat Origin: West 1-4 Agent Rachel Z ( 13s ) Rachel Z: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 21s ) Rachel Z: Hi, thanks for chatting in! How can I help you today? :) ( 1m 4s ) Julie: How can I email an application without associating it to a property or campaign? I want to send a general application to someone who is interested in several properties ( 3m 27s ) Rachel Z: Taking a look for you:) ( 10m 18s ) Rachel Z: So in order to email a rental application, you have to choose a property or campaign. One workaround I can suggest is to create a corporate (fake) property and choose that as the property ( 13m 29s ) Rachel Z: Do you have further questions on this before I close out our chat?"
Bryan's active unit count for his account is 76 units and he doesn't qualify for Plus features.,"Chat Started: Wednesday, March 30, 2022,  (-0500) Chat Origin: East 1-4 Agent Keri B ( 1m 46s ) Keri B: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 53s ) Keri B: Hi Bryan! My name is Keri. How can I help you today? ( 4m 17s ) Bryan: Hi yes ( 4m 21s ) Bryan: I know you guys have an API ( 4m 30s ) Bryan: How can we get access / do you have a Zapier integration? ( 5m 23s ) Keri B: API is only available to Plus clients who have over 500+ units ( 5m 41s ) Bryan: what about Zapier ( 5m 42s ) Keri B: For Zapier, we do not have an integration for this. ( 7m 3s ) Bryan: how can i learn more about the Plus API ( 7m 6s ) Bryan: what features does it have? ( 11m 7s ) Keri B: I do see that the active unit count for your account is 76 units meaning you would not qualify for Plus features. ( 13m 45s ) Keri B: You can read about it from our Pricing page so that if you get above 500 units you can look into this again: ( 15m 52s ) Keri B: Did you have any additional questions? ( 20m 5s ) Keri B: It seems you might have stepped away from the computer. I'm going to end the chat here, but should you have any additional questions please do not hesitate to reach back out. Have a great day!"
"Anna can't sign lease renewal on her phone, so Kayla recommends she opens the tenant portal on their computer instead.","Chat Started: Monday, November 21, 2022,  (+0000) Chat Origin: East Tier 1 Agent Kayla M ( 2s ) Kayla M: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 12s ) Kayla M: Hi! How can I help? ( 18s ) Anna: When resident goes to sign lease renewal they can’t click it on their phone ( 1m 7s ) Kayla M: I would definitely recommend they open their tenant portal on their computer instead. It's going to be really tricky to get it to work on the app/their mobile browser. ( 1m 33s ) Anna: Got it thanks ( 1m 38s ) Kayla M: Of course! Anything else I can help with right now?"
Rebecca wants to add the next rent increase amount to the Mika Sushi tenant. ,"Chat Started: Tuesday, November 22, 2022,  (-0600) Chat Origin: East Tier 2 Agent Makayla M ( 2s ) Makayla M: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 42s ) Rebecca: Hello, I do not see an option under this tenant to add the next rent increase amount like I do for another tenant... ( 48s ) Rebecca: ( 53s ) Rebecca: ( 1m 13s ) Rebecca: The Mika Sushi tenant has more options in the financial fields then any other and I'm trying to figure out why... ( 1m 56s ) Makayla M: Hey, one sec while I take a look at this for you. ( 9m 40s ) Makayla M: Okay, so that would be just becasue the Mika Sushi tenant has already had a lease/rent renewal and increase. o send an increased rent you would send a renewal offer and up the rent their in the process ( 11m 3s ) Rebecca: They have not had a rent increase...they are a new tenant. ( 11m 18s ) Rebecca: This is also a commercial tenant so we do not send renewal offers... ( 12m 25s ) Makayla M: I see, you would instead use the increase rent task and can set it up there: ( 15m 6s ) Rebecca: Ok so once I schedule the rent increase it will show up with the increase amount under financials...correct? ( 15m 16s ) Makayla M: Yes it should! :) ( 15m 55s ) Rebecca: Ok Thank you!"
Cheryl B explains to Alec how to view the details that were sent to the resident and which tenant received the renewal.,"Chat Started: Wednesday, November 23, 2022,  (-0600) Chat Origin: West Tier 1 Agent Cheryl B ( 1s ) Cheryl B: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 7s ) Alec: Hello ( 27s ) Cheryl B: Hello!! ( 34s ) Alec: When we prepare a renewal offer through appfolio, how do I view the details that were sent to the resident? ( 46s ) Alec: I am looking for the letter, not the lease ( 1m 8s ) Cheryl B: Which Tenant received the renewal? ( 1m 45s ) Alec: the details of the renewal ( 1m 48s ) Alec: so if we are in court ( 1m 57s ) Alec: and they need proof we sent a letter stating their rent increased ( 2m 42s ) Cheryl B: So you need to know what the renewal says? You need a printed copy? Correct? Give me a specific tenant and I will show you where to look to get that information. :) ( 3m 2s ) Alec: ( 4m 32s ) Cheryl B: Great so if you scroll down on the tenant page you will see the Letters Section. ( 5m 5s ) Alec: wow ( 5m 10s ) Alec: i cannot believe i missed that ( 5m 19s ) Cheryl B: This is where your renewal letter is as you can see it was created but not sent. If you emailed it to the tenant it would attach to the bottom of this page under attachments. ( 5m 24s ) Alec: thank you very much ( 5m 59s ) Alec: that was very helpful ( 6m 6s ) Alec: i hope you have a great holiday! ( 6m 10s ) Cheryl B: I hope you do also. ( 6m 22s ) Cheryl B: Is there anything else I can help with right now? ( 6m 28s ) Alec: not right now ( 6m 38s ) Alec: thanks again ( 6m 46s ) Cheryl B: Great I will let you go for now. No worries. ( 6m 54s ) Cheryl B: I am happy to help."
Whitney is having issues with sending lease or addendum for Kerry Papineau. ,"Chat Started: Wednesday, November 23, 2022,  (-0600) Chat Origin: East Tier 1 Agent Logan L ( 2s ) Logan L: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 22s ) Logan L: Hi Whitney ( 29s ) Whitney: Hello! On one of our tenant pages, the task for ""Send Lease or Addendum"" is not there. ( 45s ) Logan L: for which tenant? ( 55s ) Whitney: Kerry Papineau ( 1m 38s ) Logan L: thanks, taking a look now ( 3m 32s ) Logan L: I see there is a renewal prepared but not sent. Think we need to find and cancel that in order to get the other option back. ( 3m 55s ) Whitney: Okay ( 4m 14s ) Whitney: How do I do that? ( 6m 17s ) Logan L: I do see two of them listed under the Letters section on the tenant page with the option to delete. ( 7m 51s ) Logan L: ( 8m 6s ) Logan L: try clicking that link, there is an option to cancel inside ( 9m 35s ) Whitney: Okay Thank you! I am going to wait until our leasing gal is back from lunch to actually do it so she knows how to do it next time. If we are still having an issue I will reach back out. Thank you for your help! ( 10m 0s ) Logan L: ok, please do reach back out if need be! My pleasure!"
 Bernadette wants to send a lease agreement to 2 signatories but only one email address only.,"Chat Started: Tuesday, August 23, 2022,  (-0700) Chat Origin: West Tier 1 Agent Derryn D ( 2s ) Derryn D: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 26s ) Derryn D: hello ( 2m 28s ) Bernadette: Hi can we send a lease agreement to 2 signatories but 1 email address only? ( 4m 21s ) Derryn D: are referring to having 2 tenants sign though sending to one email? Yes, as long as both tenants are listed on the tenant page Send Tenants an Additional Lease or Addendum Send an updated lease and/or any addenda to a tenant after you have completed the move in flow. If you are preparing a lease renewal, see Send Lease Renewal Offers. Before you begin: Information on lease and addenda templates is populated with existing information from the tenant and unit pages, so it is necessary to update anything that is changing before generating the signable documents. See Update Tenant and Unit Information for Lease Renewals for information on how to make updates. More here: ( 5m 4s ) Derryn D: If you selected to Send to Tenant(s), tenants and cosigners name on the lease will receive notification emails that a lease is ready to be signed. ​Those with and without active Online Portals will land on the new lease documents when they first log in, but can click a Remind Me Later button if they want to sign later. They'll continue to see a message in their Online Portal reminding them they have a lease to sign until they sign and submit the lease documents. ( 7m 6s ) Bernadette: I see thanks! We will try this ( 7m 28s ) Derryn D: you are very welcome, it has been a pleasure! Thank you for using chat and have a great day =)"
Marie is having a problem sending Rental Application to a potential resident.,"Chat Started: Wednesday, August 24, 2022,  (-0700) Chat Origin: West 1-4 Agent Hanah B ( 24m 53s ) Hanah B: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 25m 7s ) Hanah B: Hey Marie! Hope you are doing well today ( 26m 1s ) Marie: I am having a problem sending Rental Application to a potential resident ( 26m 20s ) Hanah B: Can you send me a link to the guest card? ( 26m 25s ) Hanah B: And are you receiving an error message? ( 27m 3s ) Marie: He is not in a guest card. i was trying to send it directly from Email Application ( 27m 19s ) Marie: Maybe I should set him us as a Guest Card ( 27m 39s ) Hanah B: Are you on the application page? ( 27m 48s ) Hanah B: Or where are you trying to send it to the applicant? ( 29m 0s ) Marie: From Leasing/Email Rental Application ( 30m 17s ) Marie: Leasing/Rental Applications/Email Application on the right ( 30m 36s ) Hanah B: And what is the error message you are receiving? ( 31m 15s ) Marie: Sorry there is something wrong ( 31m 41s ) Marie: I could try to set up a Guest card and send from there ( 34m 27s ) Hanah B: Yeah let's try and do that! ( 34m 36s ) Marie: That worked!!! Thank you ( 34m 55s ) Hanah B: Oh perfect! Happy to hear that ( 35m 1s ) Hanah B: Have a smooth rest of your afternoon Marie :) ( 35m 10s ) Marie: Thank you Hanah ( 35m 16s ) Hanah B: My pleasure!"
Dylan is about to leave work and wants to upload parking agreements to accounts. ,"Chat Started: Thursday, August 25, 2022,  (-0700) Chat Origin: East 1-4 Agent Laura M ( 30m 35s ) Laura M: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 31m 3s ) Dylan: How can I upload parking agreements? ( 39m 3s ) Laura M: Hi Dylan ( 39m 21s ) Dylan: Hello, I'm about to leave work. Can you assist me with this? ( 39m 42s ) Laura M: Is the agreement send with the leasing? ( 40m 49s ) Dylan: No, we have a physically copy I was hoping to upload to accounts ( 41m 22s ) Dylan: I know we can add them as an attachment to the profile, but I was wondering if there was a place we could upload them where we could generate a report to look for a make/model/license plate number, etc ( 43m 9s ) Laura M: you can upload the PDF and add merge fields to the template. ( 43m 10s ) Laura M: ( 44m 1s ) Dylan: Thank you. I will review this article tomorrow"
"Paul has someone trying to apply for a vacant property. Rachel H advises Paul to edit the property information section and check the box ""rent ready"". Paul can use the existing link to apply.","Chat Started: Wednesday, December 07, 2022,  (+0000) Chat Origin: East Tier 1 Agent Rachel H ( 3s ) Rachel H: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 58s ) Paul: I have someone trying to apply for a property. It's vacant but she keeps getting a ""no longer available"" response when she clicks on the link to apply. How do I fix this? ( 1m 11s ) Rachel H: Hi Paul, which property? ( 3m 6s ) Paul: 118 invierno ( 4m 7s ) Rachel H: Let me take a look. One moment. ( 5m 0s ) Rachel H: You'll want to change the property to ""rent ready"". ( 6m 33s ) Paul: Where would I go to change the status? ( 7m 2s ) Rachel H: Click edit on the property information section. Then check the box. ( 7m 7s ) Paul: never mind. found it. ( 7m 20s ) Rachel H: Perfect. ( 7m 23s ) Paul: do i have to issue a new link to apply or can she use the existing one? ( 7m 32s ) Rachel H: She should be able to use the existing one. ( 9m 35s ) Rachel H: Anything else I can help you with? ( 12m 18s ) Rachel H: Looks like you may have stepped away. If you still need assistance, feel free to chat back in and we will be happy to assist you."
Mushka is doing a renewal for Mary Neipart. She wants to print it out and mail it to her. ,"Chat Started: Thursday, December 08, 2022,  (-0600) Chat Origin: East Tier 1 Agent Nicholas V ( 3s ) Nicholas V: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 26s ) Mushka: hi, when i print the renewal leases to mail, how can i also print the letters ( 1m 31s ) Mushka: it doesnt come up with it ( 2m 13s ) Nicholas V: Hi Mushka! Can you provide me with more information on this? Do you have an example of a tenant that you are doing a renewal for? ( 2m 33s ) Mushka: mary neipart ( 2m 40s ) Mushka: she doesnt have an email address ( 2m 46s ) Mushka: so i want to print it out and mail to er ( 3m 18s ) Mushka: but when it says print- it only printed the actual lease not the letter that should come with to let her know what it si ( 4m 48s ) Nicholas V: The renewal letter should also appear on the tenant page itself so that you can print it out as well. The print opiton in the task is just going to print out the actual lease and not the letter. Scroll down on her tenant page until you get to the section called Letters. ( 5m 57s ) Mushka: got it thank you ( 6m 31s ) Mushka: if i want to redo the renewal, because i never sent it then and need to change the dates. How do I delete it? ( 7m 34s ) Nicholas V: For that scroll down a bit further on the tenant page and you will see a Lease Information section. You will want to click on the ""View in Browser"" hyperlink for the current lease that was generated. Then from that page you should see a Cancel All button. It should be next to the print button. ( 8m 11s ) Nicholas V: Once you hit the cancel button. You should then regain the ability to click on the Prepare Renewal task. ( 9m 55s ) Mushka: ok thank you ( 10m 28s ) Nicholas V: You are welcome! Is there anything else I can help you with today?"
Jeremiah Bridgewater is missing from the Rental Applications page. ,"Chat Started: Wednesday, November 09, 2022,  (-0600) Chat Origin: Care Key Chat Agent Jonathan S ( 1s ) Jonathan S: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 16s ) Jonathan S: Hi Ciara! ( 19s ) Ciara: Hello I was just chatting with support. Are you able to see that history? ( 42s ) Jonathan S: I do not see any history with the chat window, but if you give me a minute I can figure it out. One moment please ( 1m 1s ) Jonathan S: were you speaking to Kameron S? ( 1m 16s ) Jonathan S: Looks like it's in regards to missing applicants? ( 2m 24s ) Ciara: Correct! Another example, Jeremiah Bridgewater is also missing from the Rental Applications page. These are applicants from August that are still waiting or just assigned to a unit. Do the profiles come off the Rental Applications page after a certain amount of time? ( 2m 55s ) Jonathan S: That is correct, they fall off over time, but you can re-run to find their applications to process them accordingly ( 3m 5s ) Jonathan S: re-run is a poor word.. locate them again ( 3m 9s ) Jonathan S: that's better, haha :) ( 3m 50s ) Ciara: Do you know how many days they stay on that page? I would assume 60 ( 3m 56s ) Ciara: or 90 ( 4m 48s ) Jonathan S: Let me see if I can find that information for you, 60 days sounds correct, but let me see if I can check. One moment please ( 6m 16s ) Ciara: Thank you ( 7m 52s ) Jonathan S: From the information I'm receiving it looks like 90 days Ciara ( 8m 27s ) Ciara: Thanks. After 90 days, they ( 8m 43s ) Ciara: *they'll stay as an applicant indefinitely? ( 9m 29s ) Jonathan S: Yes the application will stay, it'll just be in a prior period as the scope of the tool only looks at a 90 cycle. You can always update the filters date range to select the older applications ( 10m 2s ) Ciara: Great, thank you ( 10m 52s ) Jonathan S: You're welcome! As always thank you for reaching out to us today and I hope you have a magical Wednesday! :)"
